timestamp,node,power_w
2026-04-09 11:44:48,icn031,604
2026-04-09 11:44:48,icn032,618
2026-04-09 11:44:48,icn033,596
2026-04-09 11:44:48,icn034,599
2026-04-09 11:44:48,icn036,592
2026-04-09 11:44:48,icn037,591
2026-04-09 11:44:48,icn038,578
2026-04-09 11:44:48,icn039,584
2026-04-09 11:44:48,icn041,609
2026-04-09 11:44:48,icn042,595
2026-04-09 11:44:48,icn043,612
2026-04-09 11:44:48,icn044,598
2026-04-09 11:44:48,icn046,573
2026-04-09 11:44:48,icn047,582
2026-04-09 11:44:48,icn048,585
2026-04-09 11:44:48,icn049,571
2026-04-09 11:44:48,icn051,603
2026-04-09 11:44:48,icn052,594
2026-04-09 11:44:48,icn053,607
2026-04-09 11:44:48,icn054,609
2026-04-09 11:44:48,icn056,613
2026-04-09 11:44:48,icn057,622
2026-04-09 11:44:48,icn058,616
2026-04-09 11:44:48,icn059,608
2026-04-09 11:45:50,icn031,596
2026-04-09 11:45:50,icn032,618
2026-04-09 11:45:50,icn033,598
2026-04-09 11:45:50,icn034,598
2026-04-09 11:45:50,icn036,585
2026-04-09 11:45:50,icn037,590
2026-04-09 11:45:50,icn038,575
2026-04-09 11:45:50,icn039,576
2026-04-09 11:45:50,icn041,613
2026-04-09 11:45:50,icn042,612
2026-04-09 11:45:50,icn043,615
2026-04-09 11:45:50,icn044,602
2026-04-09 11:45:50,icn046,574
2026-04-09 11:45:50,icn047,582
2026-04-09 11:45:50,icn048,582
2026-04-09 11:45:50,icn049,575
2026-04-09 11:45:50,icn051,603
2026-04-09 11:45:50,icn052,594
2026-04-09 11:45:50,icn053,605
2026-04-09 11:45:50,icn054,608
2026-04-09 11:45:50,icn056,616
2026-04-09 11:45:50,icn057,622
2026-04-09 11:45:50,icn058,608
2026-04-09 11:45:50,icn059,610
2026-04-09 11:46:51,icn031,596
2026-04-09 11:46:51,icn032,616
2026-04-09 11:46:51,icn033,597
2026-04-09 11:46:51,icn034,593
2026-04-09 11:46:51,icn036,589
2026-04-09 11:46:51,icn037,593
2026-04-09 11:46:51,icn038,578
2026-04-09 11:46:51,icn039,578
2026-04-09 11:46:51,icn041,614
2026-04-09 11:46:51,icn042,597
2026-04-09 11:46:51,icn043,621
2026-04-09 11:46:51,icn044,607
2026-04-09 11:46:51,icn046,574
2026-04-09 11:46:51,icn047,582
2026-04-09 11:46:51,icn048,580
2026-04-09 11:46:51,icn049,577
2026-04-09 11:46:51,icn051,600
2026-04-09 11:46:51,icn052,594
2026-04-09 11:46:51,icn053,613
2026-04-09 11:46:51,icn054,611
2026-04-09 11:46:51,icn056,606
2026-04-09 11:46:51,icn057,620
2026-04-09 11:46:51,icn058,607
2026-04-09 11:46:51,icn059,608
2026-04-09 11:47:52,icn031,597
2026-04-09 11:47:52,icn032,619
2026-04-09 11:47:52,icn033,596
2026-04-09 11:47:52,icn034,598
2026-04-09 11:47:52,icn036,588
2026-04-09 11:47:52,icn037,587
2026-04-09 11:47:52,icn038,576
2026-04-09 11:47:52,icn039,585
2026-04-09 11:47:52,icn041,610
2026-04-09 11:47:52,icn042,581
2026-04-09 11:47:52,icn043,618
2026-04-09 11:47:52,icn044,601
2026-04-09 11:47:52,icn046,576
2026-04-09 11:47:52,icn047,579
2026-04-09 11:47:52,icn048,583
2026-04-09 11:47:52,icn049,576
2026-04-09 11:47:52,icn051,605
2026-04-09 11:47:52,icn052,596
2026-04-09 11:47:52,icn053,603
2026-04-09 11:47:52,icn054,604
2026-04-09 11:47:52,icn056,614
2026-04-09 11:47:52,icn057,618
2026-04-09 11:47:52,icn058,616
2026-04-09 11:47:52,icn059,607
2026-04-09 11:48:53,icn031,596
2026-04-09 11:48:53,icn032,619
2026-04-09 11:48:53,icn033,597
2026-04-09 11:48:53,icn034,592
2026-04-09 11:48:53,icn036,589
2026-04-09 11:48:53,icn037,589
2026-04-09 11:48:53,icn038,577
2026-04-09 11:48:53,icn039,581
2026-04-09 11:48:53,icn041,612
2026-04-09 11:48:53,icn042,580
2026-04-09 11:48:53,icn043,617
2026-04-09 11:48:53,icn044,605
2026-04-09 11:48:53,icn046,576
2026-04-09 11:48:53,icn047,581
2026-04-09 11:48:53,icn048,581
2026-04-09 11:48:53,icn049,577
2026-04-09 11:48:53,icn051,606
2026-04-09 11:48:53,icn052,593
2026-04-09 11:48:53,icn053,605
2026-04-09 11:48:53,icn054,611
2026-04-09 11:48:53,icn056,603
2026-04-09 11:48:53,icn057,618
2026-04-09 11:48:53,icn058,607
2026-04-09 11:48:53,icn059,606
2026-04-09 11:49:55,icn031,598
2026-04-09 11:49:55,icn032,620
2026-04-09 11:49:55,icn033,594
2026-04-09 11:49:55,icn034,595
2026-04-09 11:49:55,icn036,594
2026-04-09 11:49:55,icn037,590
2026-04-09 11:49:55,icn038,574
2026-04-09 11:49:55,icn039,587
2026-04-09 11:49:55,icn041,613
2026-04-09 11:49:55,icn042,587
2026-04-09 11:49:55,icn043,618
2026-04-09 11:49:55,icn044,604
2026-04-09 11:49:55,icn046,573
2026-04-09 11:49:55,icn047,584
2026-04-09 11:49:55,icn048,581
2026-04-09 11:49:55,icn049,575
2026-04-09 11:49:55,icn051,601
2026-04-09 11:49:55,icn052,590
2026-04-09 11:49:55,icn053,610
2026-04-09 11:49:55,icn054,606
2026-04-09 11:49:55,icn056,615
2026-04-09 11:49:55,icn057,626
2026-04-09 11:49:55,icn058,608
2026-04-09 11:49:55,icn059,607
2026-04-09 11:50:56,icn031,595
2026-04-09 11:50:56,icn032,620
2026-04-09 11:50:56,icn033,592
2026-04-09 11:50:56,icn034,596
2026-04-09 11:50:56,icn036,587
2026-04-09 11:50:56,icn037,592
2026-04-09 11:50:56,icn038,575
2026-04-09 11:50:56,icn039,593
2026-04-09 11:50:56,icn041,611
2026-04-09 11:50:56,icn042,571
2026-04-09 11:50:56,icn043,617
2026-04-09 11:50:56,icn044,604
2026-04-09 11:50:56,icn046,575
2026-04-09 11:50:56,icn047,584
2026-04-09 11:50:56,icn048,583
2026-04-09 11:50:56,icn049,577
2026-04-09 11:50:56,icn051,601
2026-04-09 11:50:56,icn052,593
2026-04-09 11:50:56,icn053,605
2026-04-09 11:50:56,icn054,607
2026-04-09 11:50:56,icn056,614
2026-04-09 11:50:56,icn057,622
2026-04-09 11:50:56,icn058,611
2026-04-09 11:50:56,icn059,606
2026-04-09 11:51:57,icn031,595
2026-04-09 11:51:57,icn032,612
2026-04-09 11:51:57,icn033,597
2026-04-09 11:51:57,icn034,597
2026-04-09 11:51:57,icn036,590
2026-04-09 11:51:57,icn037,591
2026-04-09 11:51:57,icn038,580
2026-04-09 11:51:57,icn039,584
2026-04-09 11:51:57,icn041,608
2026-04-09 11:51:57,icn042,583
2026-04-09 11:51:57,icn043,620
2026-04-09 11:51:57,icn044,599
2026-04-09 11:51:57,icn046,575
2026-04-09 11:51:57,icn047,573
2026-04-09 11:51:57,icn048,580
2026-04-09 11:51:57,icn049,574
2026-04-09 11:51:57,icn051,600
2026-04-09 11:51:57,icn052,593
2026-04-09 11:51:57,icn053,611
2026-04-09 11:51:57,icn054,611
2026-04-09 11:51:57,icn056,607
2026-04-09 11:51:57,icn057,619
2026-04-09 11:51:57,icn058,608
2026-04-09 11:51:57,icn059,608
2026-04-09 11:52:58,icn031,599
2026-04-09 11:52:58,icn032,619
2026-04-09 11:52:58,icn033,594
2026-04-09 11:52:58,icn034,593
2026-04-09 11:52:58,icn036,592
2026-04-09 11:52:58,icn037,591
2026-04-09 11:52:58,icn038,575
2026-04-09 11:52:58,icn039,586
2026-04-09 11:52:58,icn041,611
2026-04-09 11:52:58,icn042,597
2026-04-09 11:52:58,icn043,616
2026-04-09 11:52:58,icn044,607
2026-04-09 11:52:58,icn046,578
2026-04-09 11:52:58,icn047,578
2026-04-09 11:52:58,icn048,580
2026-04-09 11:52:58,icn049,579
2026-04-09 11:52:58,icn051,603
2026-04-09 11:52:58,icn052,594
2026-04-09 11:52:58,icn053,602
2026-04-09 11:52:58,icn054,601
2026-04-09 11:52:58,icn056,615
2026-04-09 11:52:58,icn057,623
2026-04-09 11:52:58,icn058,607
2026-04-09 11:52:58,icn059,609
2026-04-09 11:53:59,icn031,600
2026-04-09 11:53:59,icn032,619
2026-04-09 11:53:59,icn033,594
2026-04-09 11:53:59,icn034,595
2026-04-09 11:53:59,icn036,591
2026-04-09 11:53:59,icn037,592
2026-04-09 11:53:59,icn038,581
2026-04-09 11:53:59,icn039,589
2026-04-09 11:53:59,icn041,610
2026-04-09 11:53:59,icn042,602
2026-04-09 11:53:59,icn043,618
2026-04-09 11:53:59,icn044,610
2026-04-09 11:53:59,icn046,574
2026-04-09 11:53:59,icn047,575
2026-04-09 11:53:59,icn048,580
2026-04-09 11:53:59,icn049,574
2026-04-09 11:53:59,icn051,594
2026-04-09 11:53:59,icn052,596
2026-04-09 11:53:59,icn053,607
2026-04-09 11:53:59,icn054,609
2026-04-09 11:53:59,icn056,608
2026-04-09 11:53:59,icn057,625
2026-04-09 11:53:59,icn058,612
2026-04-09 11:53:59,icn059,608
2026-04-09 11:55:01,icn031,598
2026-04-09 11:55:01,icn032,622
2026-04-09 11:55:01,icn033,597
2026-04-09 11:55:01,icn034,598
2026-04-09 11:55:01,icn036,592
2026-04-09 11:55:01,icn037,592
2026-04-09 11:55:01,icn038,582
2026-04-09 11:55:01,icn039,589
2026-04-09 11:55:01,icn041,611
2026-04-09 11:55:01,icn042,626
2026-04-09 11:55:01,icn043,618
2026-04-09 11:55:01,icn044,602
2026-04-09 11:55:01,icn046,573
2026-04-09 11:55:01,icn047,571
2026-04-09 11:55:01,icn048,582
2026-04-09 11:55:01,icn049,577
2026-04-09 11:55:01,icn051,597
2026-04-09 11:55:01,icn052,593
2026-04-09 11:55:01,icn053,610
2026-04-09 11:55:01,icn054,604
2026-04-09 11:55:01,icn056,614
2026-04-09 11:55:01,icn057,619
2026-04-09 11:55:01,icn058,610
2026-04-09 11:55:01,icn059,610
2026-04-09 11:56:02,icn031,603
2026-04-09 11:56:02,icn032,620
2026-04-09 11:56:02,icn033,593
2026-04-09 11:56:02,icn034,595
2026-04-09 11:56:02,icn036,589
2026-04-09 11:56:02,icn037,588
2026-04-09 11:56:02,icn038,577
2026-04-09 11:56:02,icn039,586
2026-04-09 11:56:02,icn041,612
2026-04-09 11:56:02,icn042,592
2026-04-09 11:56:02,icn043,619
2026-04-09 11:56:02,icn044,609
2026-04-09 11:56:02,icn046,576
2026-04-09 11:56:02,icn047,567
2026-04-09 11:56:02,icn048,585
2026-04-09 11:56:02,icn049,577
2026-04-09 11:56:02,icn051,601
2026-04-09 11:56:02,icn052,592
2026-04-09 11:56:02,icn053,607
2026-04-09 11:56:02,icn054,613
2026-04-09 11:56:02,icn056,614
2026-04-09 11:56:02,icn057,628
2026-04-09 11:56:02,icn058,612
2026-04-09 11:56:02,icn059,605
2026-04-09 11:57:03,icn031,601
2026-04-09 11:57:03,icn032,619
2026-04-09 11:57:03,icn033,596
2026-04-09 11:57:03,icn034,596
2026-04-09 11:57:03,icn036,592
2026-04-09 11:57:03,icn037,599
2026-04-09 11:57:03,icn038,579
2026-04-09 11:57:03,icn039,586
2026-04-09 11:57:03,icn041,616
2026-04-09 11:57:03,icn042,606
2026-04-09 11:57:03,icn043,618
2026-04-09 11:57:03,icn044,607
2026-04-09 11:57:03,icn046,577
2026-04-09 11:57:03,icn047,582
2026-04-09 11:57:03,icn048,581
2026-04-09 11:57:03,icn049,575
2026-04-09 11:57:03,icn051,600
2026-04-09 11:57:03,icn052,596
2026-04-09 11:57:03,icn053,606
2026-04-09 11:57:03,icn054,606
2026-04-09 11:57:03,icn056,615
2026-04-09 11:57:03,icn057,628
2026-04-09 11:57:03,icn058,612
2026-04-09 11:57:03,icn059,605
2026-04-09 11:58:04,icn031,598
2026-04-09 11:58:04,icn032,624
2026-04-09 11:58:04,icn033,593
2026-04-09 11:58:04,icn034,595
2026-04-09 11:58:04,icn036,592
2026-04-09 11:58:04,icn037,589
2026-04-09 11:58:04,icn038,578
2026-04-09 11:58:04,icn039,589
2026-04-09 11:58:04,icn041,614
2026-04-09 11:58:04,icn042,611
2026-04-09 11:58:04,icn043,620
2026-04-09 11:58:04,icn044,614
2026-04-09 11:58:04,icn046,577
2026-04-09 11:58:04,icn047,582
2026-04-09 11:58:04,icn048,582
2026-04-09 11:58:04,icn049,577
2026-04-09 11:58:04,icn051,589
2026-04-09 11:58:04,icn052,593
2026-04-09 11:58:04,icn053,607
2026-04-09 11:58:04,icn054,610
2026-04-09 11:58:04,icn056,608
2026-04-09 11:58:04,icn057,625
2026-04-09 11:58:04,icn058,606
2026-04-09 11:58:04,icn059,609
2026-04-09 11:59:06,icn031,602
