timestamp,node,power_w
2026-04-09 11:44:48,ivmhost07,111
2026-04-09 11:44:48,ivmhost09,116
2026-04-09 11:44:48,icn412,139
2026-04-09 11:44:48,icn413,132
2026-04-09 11:44:48,icn414,135
2026-04-09 11:44:48,icn415,132
2026-04-09 11:44:48,icn416,132
2026-04-09 11:44:48,icn417,136
2026-04-09 11:44:48,icn418,138
2026-04-09 11:44:48,icn419,136
2026-04-09 11:44:48,icn420,135
2026-04-09 11:44:48,icn421,138
2026-04-09 11:44:48,icn422,137
2026-04-09 11:44:48,icn423,136
2026-04-09 11:44:48,icn424,134
2026-04-09 11:44:48,icn425,66
2026-04-09 11:45:49,ivmhost07,111
2026-04-09 11:45:49,ivmhost09,123
2026-04-09 11:45:49,icn412,138
2026-04-09 11:45:49,icn413,132
2026-04-09 11:45:49,icn414,134
2026-04-09 11:45:49,icn415,132
2026-04-09 11:45:49,icn416,131
2026-04-09 11:45:49,icn417,136
2026-04-09 11:45:49,icn418,139
2026-04-09 11:45:49,icn419,136
2026-04-09 11:45:49,icn420,146
2026-04-09 11:45:49,icn421,138
2026-04-09 11:45:49,icn422,137
2026-04-09 11:45:49,icn423,136
2026-04-09 11:45:49,icn424,133
2026-04-09 11:45:49,icn425,70
2026-04-09 11:46:50,ivmhost07,114
2026-04-09 11:46:50,ivmhost09,124
2026-04-09 11:46:50,icn412,139
2026-04-09 11:46:50,icn413,133
2026-04-09 11:46:50,icn414,135
2026-04-09 11:46:50,icn415,132
2026-04-09 11:46:50,icn416,131
2026-04-09 11:46:50,icn417,136
2026-04-09 11:46:50,icn418,151
2026-04-09 11:46:50,icn419,137
2026-04-09 11:46:50,icn420,134
2026-04-09 11:46:50,icn421,138
2026-04-09 11:46:50,icn422,137
2026-04-09 11:46:50,icn423,136
2026-04-09 11:46:50,icn424,133
2026-04-09 11:46:50,icn425,68
2026-04-09 11:47:51,ivmhost07,116
2026-04-09 11:47:51,ivmhost09,127
2026-04-09 11:47:51,icn412,139
2026-04-09 11:47:51,icn413,132
2026-04-09 11:47:51,icn414,135
2026-04-09 11:47:51,icn415,132
2026-04-09 11:47:51,icn416,132
2026-04-09 11:47:51,icn417,137
2026-04-09 11:47:51,icn418,138
2026-04-09 11:47:51,icn419,137
2026-04-09 11:47:51,icn420,135
2026-04-09 11:47:51,icn421,139
2026-04-09 11:47:51,icn422,137
2026-04-09 11:47:51,icn423,136
2026-04-09 11:47:51,icn424,134
2026-04-09 11:47:51,icn425,66
2026-04-09 11:48:52,ivmhost07,115
2026-04-09 11:48:52,ivmhost09,121
2026-04-09 11:48:52,icn412,139
2026-04-09 11:48:52,icn413,131
2026-04-09 11:48:52,icn414,134
2026-04-09 11:48:52,icn415,132
2026-04-09 11:48:52,icn416,131
2026-04-09 11:48:52,icn417,136
2026-04-09 11:48:52,icn418,138
2026-04-09 11:48:52,icn419,137
2026-04-09 11:48:52,icn420,135
2026-04-09 11:48:52,icn421,139
2026-04-09 11:48:52,icn422,137
2026-04-09 11:48:52,icn423,136
2026-04-09 11:48:52,icn424,133
2026-04-09 11:48:52,icn425,66
2026-04-09 11:49:53,ivmhost07,117
2026-04-09 11:49:53,ivmhost09,121
2026-04-09 11:49:53,icn412,139
2026-04-09 11:49:53,icn413,132
2026-04-09 11:49:53,icn414,134
2026-04-09 11:49:53,icn415,132
2026-04-09 11:49:53,icn416,131
2026-04-09 11:49:53,icn417,136
2026-04-09 11:49:53,icn418,138
2026-04-09 11:49:53,icn419,136
2026-04-09 11:49:53,icn420,135
2026-04-09 11:49:53,icn421,138
2026-04-09 11:49:53,icn422,137
2026-04-09 11:49:53,icn423,136
2026-04-09 11:49:53,icn424,133
2026-04-09 11:49:53,icn425,67
2026-04-09 11:50:54,ivmhost07,119
2026-04-09 11:50:54,ivmhost09,123
2026-04-09 11:50:54,icn412,139
2026-04-09 11:50:54,icn413,132
2026-04-09 11:50:54,icn414,135
2026-04-09 11:50:54,icn415,132
2026-04-09 11:50:54,icn416,131
2026-04-09 11:50:54,icn417,136
2026-04-09 11:50:54,icn418,138
2026-04-09 11:50:54,icn419,136
2026-04-09 11:50:54,icn420,135
2026-04-09 11:50:54,icn421,138
2026-04-09 11:50:54,icn422,137
2026-04-09 11:50:54,icn423,136
2026-04-09 11:50:54,icn424,133
2026-04-09 11:50:54,icn425,67
2026-04-09 11:51:55,ivmhost07,116
2026-04-09 11:51:55,ivmhost09,124
2026-04-09 11:51:55,icn412,139
2026-04-09 11:51:55,icn413,132
2026-04-09 11:51:55,icn414,134
2026-04-09 11:51:55,icn415,132
