timestamp,node,power_w
2026-04-09 11:44:48,isn001,358
2026-04-09 11:44:48,isn002,345
2026-04-09 11:44:48,isn003,367
2026-04-09 11:44:48,isn004,352
2026-04-09 11:44:48,isn005,355
2026-04-09 11:44:48,isn006,346
2026-04-09 11:44:48,isn007,348
2026-04-09 11:44:48,isn008,348
2026-04-09 11:44:48,isn010,349
2026-04-09 11:44:48,isn011,351
2026-04-09 11:44:48,isn012,356
2026-04-09 11:44:48,isn013,348
2026-04-09 11:44:48,isn014,342
2026-04-09 11:44:48,isn015,344
2026-04-09 11:44:48,isn016,356
2026-04-09 11:44:48,isn017,348
2026-04-09 11:45:52,isn001,351
2026-04-09 11:45:52,isn002,345
2026-04-09 11:45:52,isn003,351
2026-04-09 11:45:52,isn004,355
2026-04-09 11:45:52,isn005,345
2026-04-09 11:45:52,isn006,343
2026-04-09 11:45:52,isn007,351
2026-04-09 11:45:52,isn008,351
2026-04-09 11:45:52,isn010,345
2026-04-09 11:45:52,isn011,339
2026-04-09 11:45:52,isn012,355
2026-04-09 11:45:52,isn013,357
2026-04-09 11:45:52,isn014,344
2026-04-09 11:45:52,isn015,340
2026-04-09 11:45:52,isn016,354
2026-04-09 11:45:52,isn017,350
2026-04-09 11:46:56,isn001,350
2026-04-09 11:46:56,isn002,347
2026-04-09 11:46:56,isn003,354
2026-04-09 11:46:56,isn004,350
2026-04-09 11:46:56,isn005,345
2026-04-09 11:46:56,isn006,332
2026-04-09 11:46:56,isn007,354
2026-04-09 11:46:56,isn008,347
2026-04-09 11:46:56,isn010,353
2026-04-09 11:46:56,isn011,346
2026-04-09 11:46:56,isn012,353
2026-04-09 11:46:56,isn013,356
2026-04-09 11:46:56,isn014,353
2026-04-09 11:46:56,isn015,347
2026-04-09 11:46:56,isn016,355
2026-04-09 11:46:56,isn017,352
2026-04-09 11:48:00,isn001,348
2026-04-09 11:48:00,isn002,353
2026-04-09 11:48:00,isn003,352
2026-04-09 11:48:00,isn004,350
2026-04-09 11:48:00,isn005,347
2026-04-09 11:48:00,isn006,342
2026-04-09 11:48:00,isn007,346
2026-04-09 11:48:00,isn008,362
2026-04-09 11:48:00,isn010,348
2026-04-09 11:48:00,isn011,349
2026-04-09 11:48:00,isn012,350
2026-04-09 11:48:00,isn013,341
2026-04-09 11:48:00,isn014,347
2026-04-09 11:48:00,isn015,336
2026-04-09 11:48:00,isn016,362
2026-04-09 11:48:00,isn017,347
2026-04-09 11:49:04,isn001,350
2026-04-09 11:49:04,isn002,339
2026-04-09 11:49:04,isn003,348
